Date,Activity,Activity type,Unit,Amount executed
2025-04-23,Subbase application,Road,m2,2684.2889426783445
2025-04-22,Subbase application,Road,m2,1465.4815555398905
2025-03-09,Terrain leveling,Building,m3,183.2553355420441
2025-04-05,Cement making,Building,m3,4406.371127360871
2025-11-23,Pavement,Road,m2,2128.2190954334164
2025-04-09,Cement making,Building,m3,4266.406760004382
2025-12-27,Cement making,Building,m3,3059.0073188916112
2025-09-24,Subbase application,Road,m2,3537.6567187925516
2025-08-23,Coat preparation,Road,L,735.460091456176
2025-05-25,Rolling/Tractor,Road,m2,612.4821059465463
2025-12-21,Coat preparation,Road,L,4535.857983698676
2025-07-28,Walling,Building,m2,588.497360920322
2025-08-26,Subbase application,Road,m2,3816.8687433080017
2025-01-07,Walling,Building,m2,719.8819515189941
2025-07-12,Foundation pouring,Building,m3,3422.6399738464365
2025-01-13,Cement making,Building,m3,921.8675813255339
2025-06-27,Anchorage,Railway,m2,3453.780404787392
2025-04-08,Coat preparation,Road,L,4843.7311859706215
2025-12-08,Iron mining,Railway,m3,2655.221217140908
2025-08-28,Walling,Building,m2,233.1926853564298
2025-11-04,Iron mining,Railway,m3,4711.777468128694
2025-07-17,Anchorage,Railway,m2,1126.631541080641
2025-04-26,Foundation pouring,Building,m3,1817.4582139709478
2025-09-24,Coat preparation,Road,L,1554.2455573096197
2025-09-20,Rolling/Tractor,Road,m2,934.3970657869799
2025-06-02,Foundation pouring,Building,m3,170.82361198650696
2025-11-15,Coat preparation,Road,L,614.2659206584899
2025-10-06,Ballast,Railway,m3,4469.19074414379
2025-09-10,Coat preparation,Road,L,1413.1322967980352
2025-09-07,Ballast,Railway,m3,2946.9948992155446
2025-10-20,Terrain leveling,Building,m3,4193.254745817951
2025-07-04,Removing trees,Building,m2,4955.100079238497
2025-07-17,Terrain leveling,Building,m3,4734.965943525434
2025-12-12,Terrain leveling,Building,m3,3618.557474421732
2025-05-19,Laying steel rail,Railway,m,1450.6493023642197
2025-05-07,Rolling/Tractor,Road,m2,2584.456435178333
2025-05-09,Walling,Building,m2,2832.3107723891726
2025-11-18,Cement making,Building,m3,1794.7954040993109
2025-12-21,Coat preparation,Road,L,1915.2070999763587
2025-01-19,Anchorage,Railway,m2,621.1106517843607
2025-12-12,Foundation pouring,Building,m3,4202.60792627357
2025-08-16,Iron mining,Railway,m3,4629.5964319141085
2025-02-27,Laying steel rail,Railway,m,480.61396905835716
2025-12-04,Iron mining,Railway,m3,3803.8497947364885
2025-10-10,Anchorage,Railway,m2,4925.972870658634
2025-02-18,Pavement,Road,m2,3054.558537625172
2025-03-28,Anchorage,Railway,m2,2152.342728731299
2025-02-15,Coat preparation,Road,L,3343.1814528174255
2025-02-15,Removing trees,Building,m2,2989.159341244407
2025-06-20,Coat preparation,Road,L,3276.0775071218677
2025-06-10,Rolling/Tractor,Road,m2,1089.2168602076035
2025-09-23,Iron mining,Railway,m3,3857.132966608194
2025-01-28,Terrain leveling,Building,m3,22.742537970317777
2025-12-06,Foundation pouring,Building,m3,4475.595637361245
2025-02-13,Subbase application,Road,m2,4552.930142193787
2025-08-14,Pavement,Road,m2,2640.812035323902
2025-07-16,Anchorage,Railway,m2,4875.8096773589305
2025-11-02,Laying steel rail,Railway,m,1430.5085157380126
2025-06-27,Cement making,Building,m3,2930.531205842692
2025-07-30,Terrain leveling,Building,m3,2802.1660876186615
2025-05-24,Removing trees,Building,m2,488.57449790940035
2025-05-07,Foundation pouring,Building,m3,1520.300909781221
2025-10-25,Anchorage,Railway,m2,1765.3895927933743
2025-04-15,Rolling/Tractor,Road,m2,3402.828964922226
2025-11-26,Removing trees,Building,m2,4278.219473659926
2025-04-25,Terrain leveling,Building,m3,4298.299129874921
2025-03-31,Coat preparation,Road,L,721.4156608805639
2025-12-09,Laying steel rail,Railway,m,1818.1339905725647
2025-07-06,Laying steel rail,Railway,m,2726.897671154561
2025-07-15,Pavement,Road,m2,3494.0021762219926
2025-11-23,Cement making,Building,m3,2613.3190718277992
2025-02-06,Iron mining,Railway,m3,1074.3195210134388
2025-04-19,Rolling/Tractor,Road,m2,3053.213564304537
2025-10-23,Removing trees,Building,m2,964.2684780246441
2025-09-09,Laying steel rail,Railway,m,3062.443296887437
2025-03-03,Laying steel rail,Railway,m,2933.6493695710283
2025-08-30,Ballast,Railway,m3,3759.6310421517674
2025-06-20,Subbase application,Road,m2,4733.711578595224
2025-08-22,Removing trees,Building,m2,2983.225737948864
2025-06-16,Iron mining,Railway,m3,979.6138981403096
2025-02-05,Anchorage,Railway,m2,1478.1428035300787
2025-10-19,Foundation pouring,Building,m3,3855.473692542868
2025-06-15,Subbase application,Road,m2,1969.5862801693775
2025-04-09,Cement making,Building,m3,1904.5744949996047
2025-04-18,Rolling/Tractor,Road,m2,3885.164919032845
2025-08-08,Subbase application,Road,m2,1383.1181691695765
2025-12-02,Rolling/Tractor,Road,m2,733.5605901882358
2025-08-31,Rolling/Tractor,Road,m2,2621.1581904311142
2025-07-23,Subbase application,Road,m2,2524.007412614085
2025-07-24,Walling,Building,m2,3272.703238184548
2025-08-21,Subbase application,Road,m2,50.24701730862502
2025-10-10,Coat preparation,Road,L,706.4059682976359
2025-10-02,Iron mining,Railway,m3,159.40010481369282
2025-10-06,Foundation pouring,Building,m3,531.1673821048169
2025-07-23,Foundation pouring,Building,m3,2183.6466916669124
2025-05-25,Removing trees,Building,m2,1044.1219507465366
2025-03-08,Anchorage,Railway,m2,4793.437419156013
2025-09-23,Pavement,Road,m2,4392.978650328234
2025-01-28,Laying steel rail,Railway,m,3507.233049895506
2025-07-13,Anchorage,Railway,m2,2356.066727222636
2025-02-15,Anchorage,Railway,m2,1695.9414653411832
2025-07-22,Terrain leveling,Building,m3,4741.570838423519
2025-07-08,Cement making,Building,m3,3991.0968566939896
2025-01-30,Anchorage,Railway,m2,3606.584879832692
2025-02-18,Terrain leveling,Building,m3,744.6208347570771
2025-09-24,Laying steel rail,Railway,m,395.4076596003103
2025-04-27,Rolling/Tractor,Road,m2,404.2660697922501
2025-06-29,Cement making,Building,m3,2027.9478918220557
2025-09-11,Pavement,Road,m2,4031.537182677776
2025-12-07,Subbase application,Road,m2,1250.589358686129
2025-06-07,Foundation pouring,Building,m3,476.3140503778196
2025-06-07,Foundation pouring,Building,m3,1745.145356764557
2025-06-11,Walling,Building,m2,3072.2777608875635
2025-10-06,Ballast,Railway,m3,1612.7336353877909
2025-03-09,Coat preparation,Road,L,4876.6210328269335
2025-10-30,Ballast,Railway,m3,4679.045146113805
2025-10-23,Cement making,Building,m3,1052.8582794948466
2025-11-20,Rolling/Tractor,Road,m2,1360.4345349531643
2025-04-25,Terrain leveling,Building,m3,2702.667172452624
2025-07-19,Terrain leveling,Building,m3,3575.795626753115
2025-09-30,Removing trees,Building,m2,3366.769914178097
2025-05-26,Walling,Building,m2,1860.9245857212031
2025-08-11,Terrain leveling,Building,m3,4220.488312704177
2025-12-15,Coat preparation,Road,L,648.0332515162618
2025-01-18,Cement making,Building,m3,4230.712497131497
2025-04-13,Subbase application,Road,m2,1805.6311030009476
2025-06-04,Removing trees,Building,m2,1870.9378958823536
2025-04-14,Cement making,Building,m3,4419.9064693592245
2025-09-17,Rolling/Tractor,Road,m2,3422.441339485517
2025-01-20,Ballast,Railway,m3,4349.145267658794
2025-02-16,Pavement,Road,m2,2044.652898626963
2025-04-01,Laying steel rail,Railway,m,1943.1221576833507
2025-12-20,Foundation pouring,Building,m3,157.78610706144113
2025-04-25,Removing trees,Building,m2,1119.6845350520857
2025-08-24,Removing trees,Building,m2,836.6308221629242
2025-11-09,Coat preparation,Road,L,3595.1654553823573
2025-07-04,Coat preparation,Road,L,816.2849056175526
2025-11-01,Laying steel rail,Railway,m,822.4565769761666
2025-04-04,Terrain leveling,Building,m3,1918.083839186524
2025-07-25,Laying steel rail,Railway,m,3183.5385675557523
2025-12-19,Iron mining,Railway,m3,3636.0072541370128
2025-03-18,Pavement,Road,m2,279.3980683909431
2025-11-18,Ballast,Railway,m3,3808.7406494807615
2025-11-22,Walling,Building,m2,2061.3126212955817
2025-11-21,Cement making,Building,m3,1628.0257699598756
2025-07-19,Pavement,Road,m2,3839.5852870048393
2025-08-12,Anchorage,Railway,m2,2197.028420302393
2025-11-30,Laying steel rail,Railway,m,2409.476459536708
2025-11-01,Foundation pouring,Building,m3,4809.624150582564
2025-01-01,Terrain leveling,Building,m3,3154.181690227281
2025-04-10,Pavement,Road,m2,538.5716331339246
2025-04-24,Cement making,Building,m3,1760.5176322420546
2025-11-01,Iron mining,Railway,m3,4422.718083270361
2025-10-16,Pavement,Road,m2,3338.109087734803
2025-07-03,Laying steel rail,Railway,m,3965.204615045705
2025-10-17,Removing trees,Building,m2,3225.36128042027
2025-02-28,Rolling/Tractor,Road,m2,90.09287394629084
2025-08-02,Pavement,Road,m2,3537.6984490182867
2025-04-08,Ballast,Railway,m3,2557.2014324989173
2025-10-25,Laying steel rail,Railway,m,3742.2413311418186
2025-09-18,Terrain leveling,Building,m3,866.9475737473475
2025-07-26,Pavement,Road,m2,4889.398840184574
2025-04-22,Laying steel rail,Railway,m,270.68476575882073
2025-01-13,Walling,Building,m2,991.2706041752906
2025-09-08,Removing trees,Building,m2,2868.8681997414665
2025-06-03,Subbase application,Road,m2,1789.1895322779899
2025-11-20,Walling,Building,m2,270.18346910945843
2025-12-01,Pavement,Road,m2,3412.4259311886694
2025-06-15,Coat preparation,Road,L,4599.733264151595
2025-09-14,Removing trees,Building,m2,3295.6642264996144
2025-12-16,Foundation pouring,Building,m3,1093.0656381791853
2025-04-05,Ballast,Railway,m3,2027.3546663614018
2025-03-06,Pavement,Road,m2,1264.1901730764505
2025-06-18,Terrain leveling,Building,m3,361.82493394750935
2025-08-27,Cement making,Building,m3,968.0826840980444
2025-08-21,Rolling/Tractor,Road,m2,2496.8580531375096
2025-04-11,Terrain leveling,Building,m3,1229.2229354925717
2025-01-26,Ballast,Railway,m3,1431.4439284716545
2025-04-22,Walling,Building,m2,4724.517323692752
2025-04-06,Foundation pouring,Building,m3,1046.101916213173
2025-06-11,Laying steel rail,Railway,m,1397.9619734199289
2025-04-21,Foundation pouring,Building,m3,3745.4209650905977
2025-01-05,Foundation pouring,Building,m3,4061.4365471395063
2025-06-04,Iron mining,Railway,m3,3558.547262787114
2025-10-25,Coat preparation,Road,L,3576.2761498523287
2025-05-26,Subbase application,Road,m2,481.8864776868953
2025-02-15,Foundation pouring,Building,m3,2498.306166677783
2025-11-09,Iron mining,Railway,m3,3277.2926608925536
2025-08-17,Walling,Building,m2,948.8108454781824
2025-08-05,Subbase application,Road,m2,4600.868562514409
2025-04-23,Subbase application,Road,m2,1098.7370619641429
2025-12-01,Iron mining,Railway,m3,4158.964570829055
2025-10-21,Iron mining,Railway,m3,2536.027769476961
2025-02-23,Rolling/Tractor,Road,m2,3980.163245271737
2025-02-09,Removing trees,Building,m2,48.38303822438328
2025-01-22,Pavement,Road,m2,4000.4834480013114
2025-11-03,Cement making,Building,m3,3977.427911101144
2025-02-25,Ballast,Railway,m3,4113.618082175414
2025-08-07,Iron mining,Railway,m3,4376.025806844159
2025-07-23,Iron mining,Railway,m3,4002.9852268483405
2025-08-06,Removing trees,Building,m2,178.52649251405117
2025-10-06,Removing trees,Building,m2,4296.3593791679
2025-02-14,Laying steel rail,Railway,m,4533.634033088615
2025-08-18,Pavement,Road,m2,4449.867607786444
2025-10-03,Removing trees,Building,m2,4270.2789704701845
2025-05-17,Ballast,Railway,m3,843.5622595432962
2025-10-23,Iron mining,Railway,m3,4196.696674786805
2025-03-09,Walling,Building,m2,4657.37799721943
2025-03-16,Rolling/Tractor,Road,m2,2959.5415287906308
2025-04-02,Removing trees,Building,m2,1480.1854607571768
2025-06-25,Ballast,Railway,m3,3510.3839798439694
2025-05-23,Subbase application,Road,m2,4306.355755970269
2025-10-12,Subbase application,Road,m2,697.780580115363
2025-11-23,Anchorage,Railway,m2,3598.6616454253467
2025-01-30,Pavement,Road,m2,1090.100251735992
2025-02-15,Coat preparation,Road,L,2682.6860409941437
2025-08-28,Foundation pouring,Building,m3,4162.631526228112
2025-11-26,Removing trees,Building,m2,609.8531928231871
2025-02-12,Subbase application,Road,m2,2386.7494313071315
2025-09-29,Removing trees,Building,m2,2241.7176180717556
2025-11-22,Cement making,Building,m3,4333.035415913125
2025-07-23,Coat preparation,Road,L,109.65714240353697
2025-04-14,Removing trees,Building,m2,547.5424486061248
2025-06-12,Walling,Building,m2,3268.3425048477143
2025-10-27,Anchorage,Railway,m2,943.5699516229146
2025-08-21,Removing trees,Building,m2,49.45964155681936
2025-10-20,Subbase application,Road,m2,3642.432531029179
2025-05-23,Ballast,Railway,m3,2229.6317701185176
2025-04-11,Iron mining,Railway,m3,3327.2203517954204
2025-02-16,Walling,Building,m2,4533.212423017746
2025-02-10,Anchorage,Railway,m2,4084.2730018305456
2025-05-03,Terrain leveling,Building,m3,2710.8646473278804
2025-01-05,Pavement,Road,m2,2598.219658031823
2025-04-03,Terrain leveling,Building,m3,4267.224201409488
2025-12-02,Removing trees,Building,m2,2247.551044571743
2025-02-27,Foundation pouring,Building,m3,4588.485960467633
2025-04-18,Subbase application,Road,m2,2787.721523091554
2025-05-15,Pavement,Road,m2,3060.829774513148
2025-02-16,Ballast,Railway,m3,1686.0553034083514
2025-10-06,Cement making,Building,m3,4324.970693807456
2025-01-02,Ballast,Railway,m3,2924.9507307321005
2025-07-16,Coat preparation,Road,L,1116.9197880157578
2025-04-30,Pavement,Road,m2,2964.0978512573283
2025-05-25,Cement making,Building,m3,1970.7707705857108
2025-07-13,Anchorage,Railway,m2,3155.108948416959
2025-05-30,Pavement,Road,m2,3160.884423712323
2025-09-17,Walling,Building,m2,1948.913584913916
2025-12-18,Laying steel rail,Railway,m,3627.4625245801394
2025-04-25,Terrain leveling,Building,m3,802.6966164224752
2025-02-25,Removing trees,Building,m2,4734.845370968792
2025-04-29,Subbase application,Road,m2,1463.6231362036506
2025-06-05,Pavement,Road,m2,1763.9120734740916
2025-11-03,Pavement,Road,m2,1825.0459103527767
2025-06-11,Laying steel rail,Railway,m,3231.1197319900857
2025-11-13,Subbase application,Road,m2,2470.6489537057573
2025-05-03,Laying steel rail,Railway,m,4883.7177642006145
2025-11-11,Rolling/Tractor,Road,m2,4355.7396101498725
2025-07-15,Pavement,Road,m2,1454.6804203476127
2025-11-20,Coat preparation,Road,L,2444.733956688605
2025-11-28,Subbase application,Road,m2,2617.3850848425013
2025-09-04,Anchorage,Railway,m2,4011.2260041065892
2025-04-01,Laying steel rail,Railway,m,688.9478296238716
2025-03-14,Foundation pouring,Building,m3,4302.72049206362
2025-10-07,Cement making,Building,m3,2356.636721441618
2025-05-03,Ballast,Railway,m3,326.32253002026766
2025-06-07,Pavement,Road,m2,2392.567521962854
2025-07-18,Terrain leveling,Building,m3,4184.00386386218
2025-03-14,Coat preparation,Road,L,4060.953193289965
2025-02-26,Foundation pouring,Building,m3,95.43137801752144
2025-02-11,Rolling/Tractor,Road,m2,2776.8993833492827
2025-08-02,Cement making,Building,m3,521.0828057317063
2025-08-12,Removing trees,Building,m2,847.8853265303338
2025-11-13,Rolling/Tractor,Road,m2,1526.1776914314319
2025-09-09,Ballast,Railway,m3,2604.764666542566
2025-07-26,Cement making,Building,m3,203.88796165707325
2025-12-25,Coat preparation,Road,L,4428.877307575642
2025-08-07,Coat preparation,Road,L,2960.807049499924
2025-01-26,Rolling/Tractor,Road,m2,610.5651664955631
2025-06-02,Anchorage,Railway,m2,224.57559929754402
2025-09-02,Removing trees,Building,m2,1371.2802973477235
2025-12-13,Anchorage,Railway,m2,1488.069303080784
2025-06-10,Laying steel rail,Railway,m,2970.2128345254064
2025-06-13,Rolling/Tractor,Road,m2,4991.234556545319
2025-11-03,Subbase application,Road,m2,3554.9370073403197
2025-07-18,Ballast,Railway,m3,54.44329291984851
2025-07-19,Subbase application,Road,m2,3246.37487641706
2025-05-02,Ballast,Railway,m3,519.4575962070375
2025-12-23,Foundation pouring,Building,m3,4048.158016529311
2025-08-06,Ballast,Railway,m3,1688.4405827506448
2025-11-10,Coat preparation,Road,L,2200.3619835576105
2025-10-07,Rolling/Tractor,Road,m2,1949.9907543965367
2025-06-25,Foundation pouring,Building,m3,2953.109198108352
2025-06-01,Walling,Building,m2,1175.3621378385049
2025-11-17,Walling,Building,m2,4796.556427388987
2025-10-26,Terrain leveling,Building,m3,298.67982205162843
2025-04-16,Laying steel rail,Railway,m,1564.5734629097335
2025-02-20,Anchorage,Railway,m2,2962.2610818247476
2025-01-20,Anchorage,Railway,m2,2628.5984899107602
2025-11-28,Laying steel rail,Railway,m,3021.691034669629
2025-09-29,Walling,Building,m2,2448.746562759132
2025-05-19,Terrain leveling,Building,m3,4233.999266311753
2025-04-01,Removing trees,Building,m2,3868.617773669359
2025-03-18,Removing trees,Building,m2,874.4909042042253
2025-06-13,Removing trees,Building,m2,2780.1700459502067
2025-04-26,Foundation pouring,Building,m3,3981.1681614944173
2025-10-13,Cement making,Building,m3,4681.61867828577
2025-04-09,Coat preparation,Road,L,657.3282816090242
2025-10-09,Walling,Building,m2,3475.1013240333828
2025-02-01,Coat preparation,Road,L,2479.276937897894
2025-12-25,Pavement,Road,m2,856.6978809096065
2025-10-31,Iron mining,Railway,m3,4772.96944369276
2025-03-07,Iron mining,Railway,m3,2328.566723844139
2025-06-12,Laying steel rail,Railway,m,915.9940490418494
2025-02-23,Terrain leveling,Building,m3,1185.0923480368801
2025-11-21,Foundation pouring,Building,m3,4074.195147837291
2025-10-10,Coat preparation,Road,L,500.0356789407928
2025-04-19,Ballast,Railway,m3,2939.36046040861
2025-05-16,Walling,Building,m2,4862.128267316373
2025-06-09,Subbase application,Road,m2,249.0750320538221
2025-11-15,Rolling/Tractor,Road,m2,3299.10411075681
2025-10-15,Coat preparation,Road,L,3654.775881678872
2025-04-30,Cement making,Building,m3,3905.9585833481838
2025-09-10,Cement making,Building,m3,2981.2943731984556
2025-05-10,Anchorage,Railway,m2,3297.7648294161845
2025-08-16,Terrain leveling,Building,m3,2072.1934252733786
2025-04-17,Foundation pouring,Building,m3,3270.5501308721787
2025-01-26,Cement making,Building,m3,330.8145709300658
2025-06-05,Terrain leveling,Building,m3,1339.7946500427338
2025-07-09,Removing trees,Building,m2,197.33856445379726
2025-01-25,Removing trees,Building,m2,983.6996552945337
2025-09-10,Laying steel rail,Railway,m,3206.908355682534
2025-05-23,Foundation pouring,Building,m3,4030.475571965596
2025-10-30,Iron mining,Railway,m3,871.9033687354549
2025-05-30,Coat preparation,Road,L,3262.929936880677
2025-01-20,Subbase application,Road,m2,1451.1151318777122
2025-04-03,Laying steel rail,Railway,m,4771.320458794678
2025-10-31,Terrain leveling,Building,m3,2097.5475144286197
