Date,Activity,Activity type,Unit,Amount planned
2025-12-21,Cement making,Building,m3,3859.4340387100583
2025-10-25,Pavement,Road,m2,2881.6757258348284
2025-10-15,Foundation pouring,Building,m3,2772.879797820549
2025-11-29,Removing trees,Building,m2,4836.773926038295
2025-09-07,Coat preparation,Road,L,3560.6994111827585
2025-05-28,Iron mining,Railway,m3,3746.6311808120026
2025-04-23,Walling,Building,m2,2637.692958446275
2025-04-17,Removing trees,Building,m2,3763.4755891832096
2025-10-30,Iron mining,Railway,m3,1400.8396869522467
2025-12-14,Laying steel rail,Railway,m,990.5282139966664
2025-10-26,Foundation pouring,Building,m3,4456.100787629716
2025-06-15,Rolling/Tractor,Road,m2,958.9941745784287
2025-02-20,Terrain leveling,Building,m3,10.79612181167311
2025-02-21,Cement making,Building,m3,4477.072643271208
2025-07-24,Pavement,Road,m2,4757.093616136269
2025-12-27,Pavement,Road,m2,686.9632596073893
2025-12-09,Ballast,Railway,m3,591.5465750706622
2025-06-11,Walling,Building,m2,1537.8741648120713
2025-06-25,Iron mining,Railway,m3,4356.730268242875
2025-10-15,Subbase application,Road,m2,4878.052583214023
2025-09-10,Terrain leveling,Building,m3,1646.2394714528027
2025-06-10,Terrain leveling,Building,m3,3640.176462189206
2025-03-17,Removing trees,Building,m2,4010.3827159184084
2025-08-23,Foundation pouring,Building,m3,4154.771257481027
2025-11-19,Foundation pouring,Building,m3,4547.963829585696
2025-08-21,Iron mining,Railway,m3,97.70549827118558
2025-05-29,Foundation pouring,Building,m3,1515.104223428021
2025-12-21,Walling,Building,m2,3441.7326038498086
2025-01-13,Cement making,Building,m3,3854.9917311594045
2025-11-17,Cement making,Building,m3,629.2934180625487
2025-08-06,Laying steel rail,Railway,m,2317.022724735571
2025-08-11,Coat preparation,Road,L,4964.573162451806
2025-12-05,Foundation pouring,Building,m3,2438.6473425860304
2025-07-04,Pavement,Road,m2,3496.693668425785
2025-10-25,Foundation pouring,Building,m3,1191.3554214135363
2025-04-01,Laying steel rail,Railway,m,2851.8500630003673
2025-01-01,Cement making,Building,m3,1611.0281175913772
2025-07-07,Rolling/Tractor,Road,m2,98.50664578952673
2025-07-31,Walling,Building,m2,3544.0861170019593
2025-02-11,Laying steel rail,Railway,m,1684.1246322531122
2025-12-01,Ballast,Railway,m3,4530.624261731823
2025-05-07,Subbase application,Road,m2,261.4015517524082
2025-07-13,Pavement,Road,m2,1334.5436148869844
2025-02-20,Iron mining,Railway,m3,1183.0738345401087
2025-12-20,Laying steel rail,Railway,m,2223.451108791828
2025-02-24,Foundation pouring,Building,m3,52.817354979464156
2025-12-10,Coat preparation,Road,L,537.0615658250676
2025-04-01,Ballast,Railway,m3,800.851396490293
2025-08-18,Ballast,Railway,m3,585.6325244081901
2025-11-24,Rolling/Tractor,Road,m2,741.0927179856735
2025-12-16,Rolling/Tractor,Road,m2,4447.599379150034
2025-02-15,Removing trees,Building,m2,1256.0558975508745
2025-10-13,Rolling/Tractor,Road,m2,3730.440489203825
2025-04-25,Foundation pouring,Building,m3,3549.4765805920288
2025-09-12,Foundation pouring,Building,m3,4997.64567983457
2025-05-23,Removing trees,Building,m2,67.54425194461177
2025-11-09,Cement making,Building,m3,4008.6181705963327
2025-12-29,Coat preparation,Road,L,89.73238493936442
2025-12-23,Pavement,Road,m2,2562.9239364980176
2025-02-19,Subbase application,Road,m2,4860.963464940087
2025-08-02,Walling,Building,m2,1965.3843637524144
2025-03-15,Coat preparation,Road,L,2819.0545552754593
2025-04-03,Terrain leveling,Building,m3,3548.3627547585306
2025-05-19,Rolling/Tractor,Road,m2,1665.2532700933182
2025-09-26,Removing trees,Building,m2,400.83527381869044
2025-03-02,Coat preparation,Road,L,3540.7746754825594
2025-08-26,Walling,Building,m2,4293.490239245491
2025-04-29,Laying steel rail,Railway,m,577.5093143958803
2025-04-30,Rolling/Tractor,Road,m2,572.5334937170023
2025-02-09,Pavement,Road,m2,864.8433367125757
2025-07-27,Removing trees,Building,m2,4573.857337193819
2025-01-26,Walling,Building,m2,3054.4755323332524
2025-01-25,Coat preparation,Road,L,419.89074043773223
2025-11-07,Cement making,Building,m3,4658.328950819354
2025-03-21,Foundation pouring,Building,m3,4174.287845730786
2025-11-12,Laying steel rail,Railway,m,3687.5700643728114
2025-09-01,Subbase application,Road,m2,4499.523635425643
2025-03-09,Terrain leveling,Building,m3,1849.1857342066799
2025-11-03,Subbase application,Road,m2,1678.7027030104819
2025-02-13,Laying steel rail,Railway,m,4635.729609434771
2025-08-17,Rolling/Tractor,Road,m2,3099.080344033781
2025-03-29,Iron mining,Railway,m3,3498.2990559284926
2025-11-14,Foundation pouring,Building,m3,758.9557813867642
2025-10-05,Removing trees,Building,m2,2926.4908736074703
2025-07-17,Walling,Building,m2,3744.1092403247085
2025-07-19,Foundation pouring,Building,m3,2825.3236718717267
2025-05-08,Laying steel rail,Railway,m,851.5692655259743
2025-02-13,Iron mining,Railway,m3,4590.612032036001
2025-10-22,Terrain leveling,Building,m3,2028.3559727144118
2025-09-09,Foundation pouring,Building,m3,2863.0901512095147
2025-03-04,Anchorage,Railway,m2,1186.4473720739577
2025-11-11,Walling,Building,m2,69.16649312210532
2025-09-06,Anchorage,Railway,m2,382.45211712128634
2025-01-04,Laying steel rail,Railway,m,623.3607835453042
2025-06-07,Removing trees,Building,m2,4675.596351165156
2025-05-25,Laying steel rail,Railway,m,2524.4275903467924
2025-12-26,Coat preparation,Road,L,3049.2717599324214
2025-06-02,Subbase application,Road,m2,2083.4752153052764
2025-02-20,Removing trees,Building,m2,1182.5702359349332
2025-08-21,Subbase application,Road,m2,4596.994206236246
2025-10-27,Anchorage,Railway,m2,3156.30956939179
2025-01-05,Removing trees,Building,m2,3948.932488547507
2025-10-25,Coat preparation,Road,L,3174.8114695006507
2025-02-22,Rolling/Tractor,Road,m2,4781.4883745962425
2025-06-17,Laying steel rail,Railway,m,3366.2494119410253
2025-11-20,Walling,Building,m2,4011.2168244700456
2025-05-31,Anchorage,Railway,m2,711.2459797596182
2025-05-03,Laying steel rail,Railway,m,1941.7927951224722
2025-05-16,Foundation pouring,Building,m3,146.46423099670625
2025-07-15,Subbase application,Road,m2,2003.1772630700716
2025-09-13,Anchorage,Railway,m2,2136.441446712034
2025-08-27,Laying steel rail,Railway,m,554.1749962680076
2025-12-10,Laying steel rail,Railway,m,3226.5096201523297
2025-12-23,Iron mining,Railway,m3,2156.036554223345
2025-12-20,Terrain leveling,Building,m3,1740.332301832669
2025-08-15,Coat preparation,Road,L,52.77960490634448
2025-10-13,Subbase application,Road,m2,1309.74164006399
2025-01-11,Rolling/Tractor,Road,m2,2182.602989618197
2025-05-09,Pavement,Road,m2,998.9567553907541
2025-11-18,Pavement,Road,m2,4156.853672311465
2025-11-21,Pavement,Road,m2,2571.011026367729
2025-01-02,Pavement,Road,m2,1150.5266773361616
2025-04-19,Walling,Building,m2,836.8523080229551
2025-11-01,Subbase application,Road,m2,282.700775169209
2025-12-15,Removing trees,Building,m2,3906.9566935468465
2025-08-16,Walling,Building,m2,667.4416150016726
2025-02-04,Foundation pouring,Building,m3,3645.695980179538
2025-07-17,Rolling/Tractor,Road,m2,85.74354369551118
2025-02-19,Anchorage,Railway,m2,1308.7403881436994
2025-01-12,Ballast,Railway,m3,4976.596839165831
2025-01-11,Laying steel rail,Railway,m,556.4743763855856
2025-05-28,Subbase application,Road,m2,4839.208609751945
2025-04-24,Removing trees,Building,m2,99.1349858654983
2025-04-08,Rolling/Tractor,Road,m2,957.0873776551681
2025-12-16,Walling,Building,m2,1693.9123109667264
2025-06-24,Iron mining,Railway,m3,3735.826681147274
2025-08-16,Rolling/Tractor,Road,m2,3116.700664920979
2025-03-23,Coat preparation,Road,L,3637.0511666971765
2025-06-14,Pavement,Road,m2,4842.085402632693
2025-02-03,Cement making,Building,m3,4297.578509762268
2025-06-10,Rolling/Tractor,Road,m2,2239.351402984494
2025-06-08,Walling,Building,m2,1661.2101584036582
2025-06-02,Iron mining,Railway,m3,1119.0853895927232
2025-02-05,Removing trees,Building,m2,1895.8955592244497
2025-04-13,Laying steel rail,Railway,m,3917.936388096754
2025-01-04,Terrain leveling,Building,m3,205.88703944299013
2025-05-18,Iron mining,Railway,m3,4896.303555711123
2025-02-17,Pavement,Road,m2,4920.860372006216
2025-06-21,Rolling/Tractor,Road,m2,2637.529852019668
2025-08-04,Foundation pouring,Building,m3,1105.1396997405732
2025-11-04,Anchorage,Railway,m2,4304.343940814763
2025-12-18,Iron mining,Railway,m3,3392.832053438368
2025-03-11,Coat preparation,Road,L,2439.9438924846036
2025-05-02,Ballast,Railway,m3,1440.9125804362682
2025-03-26,Subbase application,Road,m2,3242.770805392941
2025-05-28,Rolling/Tractor,Road,m2,1783.5576600573982
2025-07-02,Laying steel rail,Railway,m,825.5489936708144
2025-08-06,Walling,Building,m2,2558.112806528211
2025-10-05,Rolling/Tractor,Road,m2,854.8415821646221
2025-12-17,Rolling/Tractor,Road,m2,1506.2100966203907
2025-09-15,Walling,Building,m2,1505.8078957573073
2025-05-29,Coat preparation,Road,L,1392.2733131563302
2025-06-16,Pavement,Road,m2,4941.072952991734
2025-03-17,Foundation pouring,Building,m3,4944.928416885298
2025-10-12,Pavement,Road,m2,2599.996255699365
2025-09-02,Removing trees,Building,m2,142.9790869234626
2025-12-25,Laying steel rail,Railway,m,1766.9300886054773
2025-07-24,Laying steel rail,Railway,m,1024.3178746409938
2025-03-11,Terrain leveling,Building,m3,4960.40906033792
2025-07-23,Pavement,Road,m2,3690.483664263811
2025-07-13,Foundation pouring,Building,m3,1170.1276133751392
2025-04-02,Terrain leveling,Building,m3,2168.000867462644
2025-07-01,Cement making,Building,m3,1369.9145104593802
2025-08-30,Ballast,Railway,m3,1735.9567876448596
2025-02-24,Laying steel rail,Railway,m,2791.9735124509225
2025-02-05,Cement making,Building,m3,4062.691362398002
2025-05-12,Anchorage,Railway,m2,1384.0460732438864
2025-03-08,Coat preparation,Road,L,4447.556998989225
2025-03-04,Foundation pouring,Building,m3,1644.8852344304405
2025-12-28,Walling,Building,m2,2930.3992586305512
2025-04-25,Subbase application,Road,m2,3586.8854455875894
2025-09-07,Anchorage,Railway,m2,1415.0348411775376
2025-04-17,Pavement,Road,m2,4084.647918740085
2025-03-01,Cement making,Building,m3,16.254446883986475
2025-08-16,Foundation pouring,Building,m3,1995.8160215328342
2025-11-21,Anchorage,Railway,m2,3954.827149588169
2025-07-24,Walling,Building,m2,3581.187662720125
2025-06-08,Anchorage,Railway,m2,4723.071206284065
2025-01-19,Iron mining,Railway,m3,1284.7930795382229
2025-05-29,Iron mining,Railway,m3,265.6125672734066
2025-07-01,Rolling/Tractor,Road,m2,4475.56853465702
2025-06-14,Rolling/Tractor,Road,m2,1266.1583695718614
2025-10-09,Pavement,Road,m2,1399.0970086367438
2025-05-04,Anchorage,Railway,m2,1611.055384478195
2025-09-01,Walling,Building,m2,1173.6264730106916
2025-11-17,Foundation pouring,Building,m3,3883.0125324329047
2025-02-21,Rolling/Tractor,Road,m2,1006.6110412864299
2025-07-21,Terrain leveling,Building,m3,601.9725875495857
2025-09-27,Cement making,Building,m3,4958.090600557351
2025-08-21,Walling,Building,m2,2512.4145055828967
2025-11-26,Rolling/Tractor,Road,m2,1071.4761559337915
2025-05-05,Anchorage,Railway,m2,4764.417529356836
2025-12-25,Removing trees,Building,m2,801.2454586528855
2025-06-12,Rolling/Tractor,Road,m2,4456.082091545845
2025-09-27,Ballast,Railway,m3,4645.557773691181
2025-05-26,Cement making,Building,m3,4913.180146428832
2025-05-22,Anchorage,Railway,m2,2229.1250878909837
2025-03-21,Terrain leveling,Building,m3,2853.4150372684276
2025-07-10,Terrain leveling,Building,m3,1751.4674936381036
2025-03-25,Walling,Building,m2,3401.96336252359
2025-04-04,Rolling/Tractor,Road,m2,3425.932070946982
2025-03-24,Subbase application,Road,m2,4836.000966858721
2025-08-26,Rolling/Tractor,Road,m2,3977.962944565327
2025-04-12,Iron mining,Railway,m3,2092.001454245683
2025-02-10,Anchorage,Railway,m2,4373.815385319351
2025-05-05,Anchorage,Railway,m2,983.4339377946416
2025-02-10,Foundation pouring,Building,m3,2124.3629226096177
2025-08-17,Terrain leveling,Building,m3,3870.1437780163133
2025-01-05,Foundation pouring,Building,m3,1898.339112480326
2025-05-21,Ballast,Railway,m3,3175.6291693538174
2025-05-28,Foundation pouring,Building,m3,1915.1888151617795
2025-06-12,Cement making,Building,m3,4755.437337752993
2025-01-28,Pavement,Road,m2,2033.9167516153489
2025-01-12,Subbase application,Road,m2,129.20271060303523
2025-08-27,Coat preparation,Road,L,2459.5607884172045
2025-01-08,Foundation pouring,Building,m3,1059.997429002864
2025-01-01,Subbase application,Road,m2,2136.1835214804187
2025-09-04,Terrain leveling,Building,m3,3816.6138103087264
2025-03-13,Rolling/Tractor,Road,m2,4751.951451998314
2025-10-22,Rolling/Tractor,Road,m2,2715.462839448719
2025-09-09,Pavement,Road,m2,4649.72348180445
2025-05-25,Foundation pouring,Building,m3,596.6549767165296
2025-12-09,Pavement,Road,m2,3101.714541452076
2025-10-27,Anchorage,Railway,m2,4740.593201855251
2025-11-03,Coat preparation,Road,L,3389.762918871411
2025-01-20,Anchorage,Railway,m2,3233.503183974014
2025-07-03,Foundation pouring,Building,m3,938.3832593028701
2025-04-23,Cement making,Building,m3,3908.5692372221615
2025-04-22,Iron mining,Railway,m3,2615.3874850332045
2025-09-04,Pavement,Road,m2,4048.932902900638
2025-07-25,Anchorage,Railway,m2,3968.045912665926
2025-11-11,Rolling/Tractor,Road,m2,1974.31945103615
2025-06-17,Laying steel rail,Railway,m,4059.536345295362
2025-05-26,Pavement,Road,m2,238.4194274261836
2025-07-29,Pavement,Road,m2,3153.183096359276
2025-01-07,Ballast,Railway,m3,342.70028057949986
2025-07-27,Iron mining,Railway,m3,2437.4708736907037
2025-03-27,Walling,Building,m2,4886.749674408387
2025-12-10,Pavement,Road,m2,2454.167276652121
2025-06-05,Iron mining,Railway,m3,3797.6165314895497
2025-02-07,Walling,Building,m2,780.6110146261152
2025-08-23,Coat preparation,Road,L,1442.3840078907685
2025-02-15,Anchorage,Railway,m2,1705.1963138520248
2025-03-31,Terrain leveling,Building,m3,2870.178034613636
2025-06-07,Removing trees,Building,m2,3236.5783111789137
2025-11-03,Coat preparation,Road,L,352.20178762932096
2025-11-19,Pavement,Road,m2,3400.7553592172812
2025-04-13,Subbase application,Road,m2,600.7432233892796
2025-02-08,Removing trees,Building,m2,4738.9796858448935
2025-08-20,Coat preparation,Road,L,4219.390231951053
2025-11-26,Iron mining,Railway,m3,3540.76788149909
2025-03-11,Coat preparation,Road,L,4845.210463254335
2025-12-07,Cement making,Building,m3,4181.910488511633
2025-11-18,Removing trees,Building,m2,2227.1247330719752
2025-05-26,Terrain leveling,Building,m3,1023.4206258854572
2025-05-21,Cement making,Building,m3,1890.1746662713608
2025-08-09,Coat preparation,Road,L,434.35245420933853
2025-08-10,Terrain leveling,Building,m3,669.3157975914604
2025-01-20,Foundation pouring,Building,m3,2384.2144800971955
2025-11-22,Pavement,Road,m2,974.5755096642982
2025-04-17,Anchorage,Railway,m2,3698.584886919916
2025-04-26,Iron mining,Railway,m3,4247.085955758836
2025-10-25,Cement making,Building,m3,3958.116706403522
2025-03-05,Terrain leveling,Building,m3,2367.2210935523203
2025-11-18,Cement making,Building,m3,3354.4264087451015
2025-03-08,Foundation pouring,Building,m3,2325.769024697571
2025-04-17,Pavement,Road,m2,1788.756979382074
2025-08-20,Cement making,Building,m3,3920.07570521523
2025-11-30,Ballast,Railway,m3,2537.5654574140494
2025-07-02,Subbase application,Road,m2,602.108328187042
2025-06-22,Iron mining,Railway,m3,824.4328878383667
2025-07-21,Cement making,Building,m3,2506.4657667703855
2025-02-01,Coat preparation,Road,L,4275.437217762017
2025-02-06,Pavement,Road,m2,1604.9638338714517
2025-06-15,Coat preparation,Road,L,4125.258765046208
2025-12-07,Coat preparation,Road,L,2461.3556434708294
2025-05-19,Coat preparation,Road,L,4048.0466666747584
2025-04-01,Iron mining,Railway,m3,2145.2191777738567
2025-06-09,Ballast,Railway,m3,4959.113547046787
2025-02-09,Ballast,Railway,m3,3067.6120338510436
2025-06-11,Anchorage,Railway,m2,4153.835605136249
2025-03-27,Ballast,Railway,m3,2241.7154328036454
2025-11-17,Terrain leveling,Building,m3,4786.112491156577
2025-10-29,Terrain leveling,Building,m3,1277.6776544623735
2025-06-20,Laying steel rail,Railway,m,1242.1340990172719
2025-09-08,Iron mining,Railway,m3,3179.9170981117677
2025-02-01,Anchorage,Railway,m2,3222.1487099486485
2025-02-05,Subbase application,Road,m2,4224.335042260351
2025-04-21,Subbase application,Road,m2,4823.933933900414
2025-07-24,Anchorage,Railway,m2,2208.6522643482413
2025-08-27,Subbase application,Road,m2,2131.620088015548
2025-02-07,Removing trees,Building,m2,3657.248723488987
2025-10-22,Iron mining,Railway,m3,1491.6670265480252
2025-11-07,Ballast,Railway,m3,2947.650803641288
2025-06-30,Iron mining,Railway,m3,27.778677061627842
2025-03-25,Terrain leveling,Building,m3,1243.7320174080996
2025-07-10,Iron mining,Railway,m3,1966.3650775721226
2025-02-04,Pavement,Road,m2,3864.73539323139
2025-09-29,Coat preparation,Road,L,4956.208340937126
2025-08-14,Rolling/Tractor,Road,m2,4692.691866312782
2025-10-08,Foundation pouring,Building,m3,947.0252490163394
2025-01-08,Coat preparation,Road,L,2186.405051034041
2025-12-22,Subbase application,Road,m2,4002.757610533285
2025-05-03,Iron mining,Railway,m3,4899.964141219725
2025-02-02,Removing trees,Building,m2,3062.1983114751993
2025-12-21,Laying steel rail,Railway,m,2329.1830834609827
2025-07-06,Laying steel rail,Railway,m,501.8258013042609
2025-12-22,Rolling/Tractor,Road,m2,3771.257202902256
2025-07-19,Coat preparation,Road,L,2017.7646841582741
2025-03-10,Anchorage,Railway,m2,1381.4847203974468
2025-03-04,Pavement,Road,m2,924.2183888294192
2025-05-24,Walling,Building,m2,1055.6840529977746
2025-01-01,Subbase application,Road,m2,4297.555857347233
2025-04-15,Coat preparation,Road,L,4326.889917975607
2025-02-15,Anchorage,Railway,m2,2295.8621160336324
2025-01-14,Pavement,Road,m2,1418.364414225095
2025-09-07,Cement making,Building,m3,3504.9258354272533
2025-05-11,Pavement,Road,m2,3579.5938304800275
2025-07-18,Removing trees,Building,m2,2839.483959590569
2025-07-13,Cement making,Building,m3,94.84293881438622
2025-10-08,Rolling/Tractor,Road,m2,1633.5732116128993
2025-03-12,Subbase application,Road,m2,1001.4370577605014
2025-11-18,Walling,Building,m2,3340.9367661594206
2025-02-23,Cement making,Building,m3,1803.0723830373174
2025-06-13,Terrain leveling,Building,m3,4224.857047458337
2025-05-12,Foundation pouring,Building,m3,887.3005437357567
2025-04-17,Removing trees,Building,m2,4520.16760857434
2025-12-25,Subbase application,Road,m2,3140.470598256258
2025-02-06,Walling,Building,m2,2506.5478964450867
